group,factor,lasso_coef_std,lasso_selected,ridge_coef_std,rf_gini,rf_perm,rank_gini,rank_perm
etf,betaIVSOTM,-0.0,False,0.0073980639308829,0.087833434712245,0.0643480170674698,3,1
etf,IVS_ATM,0.0057647935681329,True,0.016524371044715,0.0770281533014224,0.0560558894232006,4,2
etf,betaJump,-0.0,False,-0.0046853626407793,0.1106004660614022,0.040015604074327,1,3
etf,dCIV,0.0,False,-0.0058599576369734,0.0631005794711768,0.0392384270487429,6,4
etf,VRP,-0.0,False,-0.0015908789916321,0.0368088752085944,0.0352464877132169,8,5
etf,O_S,0.0,False,0.0021260680593327,0.067209307677311,0.0351228460852855,5,6
etf,betaVIX,-0.0,False,-0.0043226049731996,0.0363665362690188,0.0306571135929974,9,7
etf,AVAR,0.0,False,0.00116863889126,0.0329353112184173,0.0280150389538218,11,8
etf,VOV,0.0,False,0.0114495174423597,0.0397052828854942,0.0209944001813685,7,9
etf,TSPUT,-0.0,False,-0.0083340585932752,0.0337526921780188,0.020590769490001,10,10
etf,CIV,0.0,False,-0.019323403878777,0.03021980067634,0.0201439816857367,12,11
etf,PIV,0.0028923406983987,True,0.0198319415842855,0.0285385838901198,0.0187761228515177,13,12
etf,betaVol,0.0,False,0.0021822219810378,0.0918977017090598,0.0186549978688114,2,13
etf,dTSCALL,-0.0,False,-0.0053584100321928,0.0175821514053608,0.0155756264194504,21,14
etf,dIVS_ATM,0.0,False,0.0030473127774598,0.0222963993866615,0.0143493037100387,17,15
etf,dPIV,0.0,False,0.0079675164840995,0.0274473961164742,0.0142337540551158,14,16
etf,betaVRP,-0.0,False,-0.0008538090720116,0.0132840307866148,0.0121577230233763,25,17
etf,VARQ,0.0,False,-0.0013741464231142,0.0181854895799081,0.0108790985013273,19,18
etf,SKEW,0.0,False,-0.0049657564864377,0.0235878476045916,0.0103628818141993,16,19
etf,KT,0.0,False,-0.0003302938922059,0.0154869017872111,0.0098044683494012,22,20
etf,VAR_PLUS,0.0,False,-0.0032602226636295,0.015061908570321,0.0095560655173179,23,21
etf,IVS_OTM,0.0,False,-0.0098168357657298,0.0256189244055861,0.0079289197554436,15,22
etf,VAR_MINUS,0.0,False,-0.0021780266672695,0.019508712952053,0.0078570940856203,18,23
etf,dIVS_OTM,-0.0,False,-0.0095152465834317,0.0177827889364559,0.0069358131775256,20,24
etf,dTSPUT,0.0,False,0.0024957455378736,0.0076797485712712,0.0045268635978699,26,25
etf,betaSkew,-0.0061401771090554,True,-0.0152516691308456,0.0141622320071466,0.0036362565079129,24,26
etf,TSCALL,0.0,False,0.0086801023159691,0.0076460368568052,0.0016212147674255,27,27
etf,betaTSCALL,,False,,0.0,0.0,28,28
etf,betaTSPUT,,False,,0.0,-1.1102230246251566e-17,28,29
