underlying,factor,alpha,beta,alpha_se,beta_se,alpha_t,beta_t,alpha_p,beta_p,r2,n
510500.SH,TSCALL,-0.012114591455397368,-0.18472514884155783,0.010153615337692793,0.34604771287389696,-1.1931308260639868,-0.5338141012620228,0.2328181405134515,0.5934701566492697,0.021183641409938114,16.0
510500.SH,TSPUT,-0.024185446470072137,-0.504833782200818,0.0030427766366716087,0.22430165853607967,-7.948479089325395,-2.250691258796973,1.888152016841434e-15,0.02440509879328485,0.08508716340812517,16.0
510500.SH,dTSCALL,-0.008863049715646085,-0.4542480162752982,0.009053164876037363,0.2880093898138113,-0.9790001438177173,-1.5771986342839543,0.32757990844580054,0.1147498271520596,0.11175339262353223,13.0
510500.SH,dTSPUT,-0.010770678360141521,0.618867115779995,0.008679796882030823,0.34148679515264996,-1.240890599921676,1.8122724643081782,0.21464616576096796,0.06994410704111395,0.12077042131809212,13.0
510500.SH,VOV,-0.006054011872351338,0.2967944501297825,0.014265438510572265,0.46908355248900263,-0.42438315989127473,0.6327112697833094,0.6712864000676152,0.5269222090202557,0.004480296649059801,27.0
510500.SH,O_S,-0.22345430366184788,-0.030495036815455786,0.18717919440317338,0.02592308009534834,-1.1937988320461512,-1.1763662613891257,0.23255666866202518,0.23944854778712155,0.04306981523989151,27.0
510500.SH,betaVIX,,,,,,,,,,
510500.SH,betaSkew,,,,,,,,,,
510500.SH,betaVRP,,,,,,,,,,
510500.SH,betaIVSOTM,,,,,,,,,,
510500.SH,betaTSCALL,,,,,,,,,,
510500.SH,betaTSPUT,,,,,,,,,,
510500.SH,betaJump,0.004756347992023362,-0.00033105340743807367,0.012513526428001536,0.00034480924276973857,0.3800965314925196,-0.9601059553358581,0.7038737603901546,0.3370018915244175,0.009218850570817505,47.0
510500.SH,betaVol,-0.0028938089357226134,0.012401293094994253,0.008593371064189278,0.020064807634090864,-0.336748979429253,0.6180618982822437,0.7363061373164126,0.5365345370711446,0.00619885969661893,46.0
588000.SH,CIV,-0.042026799254622035,0.13741819043035097,0.054203551919165774,0.1529708851391645,-0.7753513887299667,0.8983290533053755,0.4381320512994311,0.36901014778623875,0.01938889722326398,17.0
588000.SH,PIV,-0.1250949083589017,0.2925479187762318,0.08717052970505054,0.20105787226821842,-1.435059632907724,1.4550433438684878,0.1512701052871412,0.14565726241974547,0.15233905909346335,17.0
588000.SH,dCIV,-0.005050068050373425,0.1277261352513388,0.01950587451977428,0.2745992271668981,-0.25889985323415604,0.4651365430599278,0.7957125114277124,0.6418336781231955,0.006469317527600382,15.0
588000.SH,dPIV,-0.003117114355209872,0.3978009345774831,0.021355624700908116,0.1263949877829723,-0.14596221833198453,3.1472840937374107,0.8839512143353807,0.0016479476044856931,0.2259947478820541,15.0
588000.SH,IVS_ATM,-0.018780105969604766,0.3817920613721642,0.025409812535144353,0.209335501253331,-0.739088725807401,1.8238285388111588,0.45985312238026255,0.06817799791832518,0.05591352262264637,17.0
588000.SH,IVS_OTM,-0.01876573536801709,0.29698154675294874,0.029076865341016906,0.2855958689986944,-0.645383714782537,1.0398663951063887,0.5186785542047041,0.29840197700761406,0.015765947635246302,17.0
588000.SH,dIVS_ATM,-0.01118789736570107,0.4598546533898355,0.01739534778029924,0.13362901822893522,-0.6431545667843275,3.441278395101322,0.520123810412458,0.0005789725059962926,0.06557627411411526,15.0
588000.SH,dIVS_OTM,-0.008764797339456109,0.642971285426552,0.020269748449023343,0.2336031444779211,-0.432407800298993,2.752408521141813,0.6654450498487743,0.005915867184102431,0.05000867080516558,15.0
588000.SH,SKEW,-0.022986058347934026,0.07326326242211209,0.013898668168577212,0.07499669804632311,-1.653831724675752,0.976886507414762,0.09816170811104688,0.3286253422710138,0.018153194804186423,17.0
588000.SH,AVAR,-0.013733149212175954,0.45298742350936955,0.023888916042489005,0.30854924732353783,-0.5748753600937804,1.4681203322929421,0.5653755952193703,0.14207153957084845,0.08643146921338529,18.0
588000.SH,VARQ,-0.01908999266582736,0.15669277613581112,0.031045707583170594,0.1257869603780954,-0.6148995836118664,1.2456996787649357,0.5386210378349947,0.2128746716364771,0.021996846066989928,18.0
588000.SH,VAR_PLUS,0.002525906735103067,-0.10985427213867123,0.02253220994322778,0.19349871260744037,0.1121020415426338,-0.5677261138245275,0.9107424987142146,0.570220956842739,0.00276949417806982,18.0
588000.SH,VAR_MINUS,-0.02802212720425926,0.3859365175296846,0.03398056380927916,0.28669689805708454,-0.824651626192476,1.346148214874792,0.40956940245968365,0.17825472191945047,0.06390824051733823,18.0
588000.SH,VRP,-0.005149270068076967,-0.06432937349056522,0.019118478967764106,0.020272975416688495,-0.2693347141662897,-3.1731589551285095,0.787672120776053,0.0015078994308397233,0.019829672118878983,18.0
588000.SH,KT,-0.01820312625400881,2.0950469660147824,0.03142679176703484,1.8045574437633927,-0.5792231796661788,1.1609754919442052,0.5624385922484703,0.2456518662920376,0.020585512880709977,18.0
588000.SH,TSCALL,-0.029211956096134205,0.7044137745832556,0.030828554964532334,0.48441389399114604,-0.9475616398414394,1.4541568343127058,0.3433526624651121,0.14590282943363464,0.06236369503637185,15.0
588000.SH,TSPUT,-0.02552342716867807,0.15043907313687088,0.053186753423856016,0.3418133131962619,-0.47988315747112265,0.44012057848224295,0.6313104780015779,0.6598497782890427,0.016131113528976004,15.0
588000.SH,dTSCALL,-0.03610298323619286,0.0587826412758235,0.01314110849834542,0.2240233971372222,-2.747331645632371,0.26239509813261636,0.006008234597789786,0.7930168514503553,0.001389121798893278,11.0
588000.SH,dTSPUT,-0.03264884878035169,0.24733929145206068,0.00917005088735093,0.2708523199587064,-3.560378146361997,0.9131887498315301,0.0003703211267863519,0.3611432797731938,0.08190422954513954,11.0
588000.SH,VOV,-0.027884776965389886,0.47184276932097663,0.03358627166889331,0.3207353120188579,-0.8302432982228274,1.471128222056305,0.406401239415459,0.14125644400659595,0.032997472678082285,18.0
588000.SH,O_S,-0.0261416791033306,-0.005144176452190308,0.2135562476200557,0.047917615474401425,-0.12241121200930652,-0.10735460020831865,0.9025733593905143,0.9145076700729464,0.00020215932466605135,18.0
588000.SH,betaVIX,,,,,,,,,,
588000.SH,betaSkew,,,,,,,,,,
588000.SH,betaVRP,,,,,,,,,,
588000.SH,betaIVSOTM,,,,,,,,,,
588000.SH,betaTSCALL,,,,,,,,,,
588000.SH,betaTSPUT,,,,,,,,,,
588000.SH,betaJump,0.11270709992572686,-0.0033661220444618817,0.06570869019310663,0.00195767862654663,1.7152540949226034,-1.7194456734708106,0.08629865089262964,0.08553325175542045,0.07268955446175773,37.0
588000.SH,betaVol,-0.006172368608775925,-0.01962898601943485,0.022673600572972553,0.12663466086857372,-0.27222710345058865,-0.1550048453148744,0.7854474029750157,0.8768174974675396,0.0009820810280432024,36.0
AL.SHF,CIV,0.021547338883776107,-0.16361393069908223,0.014816539173997475,0.11512487173886801,1.4542761052858388,-1.4211866491386806,0.14586977241634716,0.15526250493483612,0.025951409145633653,52.0
AL.SHF,PIV,0.03158700165838235,-0.2713946766621609,0.015681399071534513,0.12935594143485715,2.014297417870087,-2.098045699731802,0.04397831691273939,0.035901108576580076,0.041645331766321125,52.0
AL.SHF,dCIV,0.004172049609546489,-0.33131030097692554,0.005945662785614228,0.16062848280806089,0.7016963053540359,-2.062587501201868,0.4828685776138524,0.03915183626238758,0.11798100881132445,51.0
AL.SHF,dPIV,0.004933459526652475,-0.27869759523712023,0.006620596507272308,0.2106236016661587,0.7451684332723466,-1.3232021152067266,0.4561699032933687,0.18576817278692326,0.04379301380066569,51.0
AL.SHF,IVS_ATM,0.004398633031396128,0.06759237523109884,0.006104526394280426,0.25964557724898496,0.7205527091368435,0.2603255404819844,0.4711847588701097,0.7946126731279017,0.0014144699574126784,52.0
AL.SHF,IVS_OTM,0.004243956718666607,0.02416697834386025,0.00608329816682575,0.214168944541541,0.697640753795419,0.11284072205516582,0.4854018881750797,0.9101568329711713,0.00026209653734088345,52.0
AL.SHF,dIVS_ATM,0.004228454206069088,0.3713175508779642,0.0058174963401023405,0.26593019755460845,0.7268512017653804,1.3962970519800204,0.4673171133103152,0.16262506119300257,0.05183235617620818,51.0
AL.SHF,dIVS_OTM,0.0043152455004857974,0.25754113470104495,0.005881352955850122,0.23236707833336126,0.7337164650513733,1.1083374484382345,0.4631215614524308,0.26771610822136005,0.036221490150942226,51.0
AL.SHF,SKEW,0.00409806035282262,-0.0021498573547349513,0.005982772669067526,0.01891505737210394,0.6849767790794803,-0.11365851619914069,0.4933585741577037,0.9095084986254355,0.00017593367007939786,52.0
AL.SHF,AVAR,0.0036835075559910222,1.962425812323787,0.005873796438416678,1.5270460794821548,0.6271084799431588,1.2851123739430812,0.5305881288939454,0.19875301814687618,0.022272645009839387,52.0
AL.SHF,VARQ,0.020095481307482493,-0.9255015161459296,0.010153443219307551,0.37841721709591425,1.9791789714517134,-2.445717251578832,0.047795859627463425,0.014456432315348187,0.039866216857252,52.0
AL.SHF,VAR_PLUS,0.018090302124193474,-1.6453380879126032,0.00896291232562111,0.6263577034971979,2.0183508961123144,-2.626834600622045,0.04355472953749367,0.00861832140858065,0.045440444554529,52.0
AL.SHF,VAR_MINUS,0.019014670961233222,-1.7091451422882507,0.01072859942835796,0.8726872986908456,1.7723348782109825,-1.9584851811779662,0.07633898481340938,0.05017310821575725,0.02780462427550412,52.0
AL.SHF,VRP,0.017392520562765277,0.6415406659878613,0.0074645915712342375,0.25175756702509633,2.3300029742805473,2.5482477987400856,0.019805993919309706,0.010826553745167783,0.07356450663958536,52.0
