strategy,年化收益率(计费前),年化收益率,基准年化收益,年化成本拖累,年化超额收益 (计费前),年化超额收益 (Alpha),超额最大回撤,跟踪误差,信息比率,夏普比率,双边年化换手率,调仓日平均换手,非调仓日平均换手,单日最大换手
layered_equal_weight,0.021455454692154152,0.01531610652470028,0.007348764230892479,0.006139348167453873,0.014106690461261673,0.0079673422938078,-0.04249109497619724,0.025799667430011403,0.27972815943102214,0.12665031707853283,3.465438793291743,0.11991839379169889,0.0,0.39763312408651225
qp_conservative,0.005771308974707345,-0.037547979737626136,0.007348764230892479,0.04331928871233348,-0.001577455256185134,-0.044896743968518615,-0.2522386442691502,0.08368070601145801,-0.5171956297557463,-0.03964754803800469,24.951819258972776,0.43574592198531037,0.0,1.0588165739866817
