trade_date,stkcd,weight,is_constituent
2021-05-06,688001,0.003733966394302452,True
2021-05-06,688002,0.04026963757326185,True
2021-05-06,688003,0.0019999820001619993,True
2021-05-06,688005,0.03097972118250936,True
2021-05-06,688006,0.01837083466248804,True
2021-05-06,688007,0.010029909730812425,True
2021-05-06,688008,0.04758457173885436,True
2021-05-06,688009,0.028600742593316665,True
2021-05-06,688010,0.0012499887501012492,True
2021-05-06,688011,0.0012499887501012492,True
2021-05-06,688012,0.04990655084104244,True
2021-05-06,688015,0.006706939637543264,True
2021-05-06,688016,0.019857821279608487,True
2021-05-06,688018,0.011374897625921367,True
2021-05-06,688019,0.009487914608768522,True
2021-05-06,688020,0.006537941158529574,True
2021-05-06,688022,0.0017499842501417487,True
2021-05-06,688023,0.013474878726091466,True
2021-05-06,688028,0.0019999820001619993,True
2021-05-06,688029,0.018570832862504237,True
2021-05-06,688030,0.006582940753533219,True
2021-05-06,688033,0.0017499842501417487,True
2021-05-06,688036,0.05458650872142151,True
2021-05-06,688058,0.0012499887501012492,True
2021-05-06,688066,0.006748939259546665,True
2021-05-06,688068,0.0012499887501012492,True
2021-05-06,688088,0.017814839666443,True
2021-05-06,688098,0.0024109783011952894,True
2021-05-06,688099,0.037378663592027676,True
2021-05-06,688100,0.003049972550247048,True
2021-05-06,688101,0.004084963235330882,True
2021-05-06,688111,0.06804138762751136,True
2021-05-06,688116,0.01945082494257552,True
2021-05-06,688122,0.019675822917593747,True
2021-05-06,688126,0.024753777216005055,True
2021-05-06,688138,0.0035629679332886007,True
2021-05-06,688139,0.019774822026601763,True
2021-05-06,688158,0.004957955378401595,True
2021-05-06,688166,0.004309961210349107,True
2021-05-06,688168,0.0012499887501012492,True
2021-05-06,688169,0.05515350361846743,True
2021-05-06,688180,0.012203890164988518,True
2021-05-06,688188,0.021655805097754128,True
2021-05-06,688196,0.0012499887501012492,True
2021-05-06,688199,0.0012499887501012492,True
2021-05-06,688202,0.0017499842501417487,True
2021-05-06,688208,0.008589922690695785,True
2021-05-06,688256,0.006740939331546017,True
2021-05-06,688266,0.009835911476796709,True
2021-05-06,688278,0.003850965341311929,True
2021-05-06,688288,0.0012499887501012492,True
2021-05-06,688299,0.006096945127493853,True
2021-05-06,688300,0.0017499842501417487,True
2021-05-06,688321,0.015465860807252737,True
2021-05-06,688333,0.0017499842501417487,True
2021-05-06,688363,0.022753795215843062,True
2021-05-06,688366,0.006238943849505354,True
2021-05-06,688368,0.01212689085798228,True
2021-05-06,688369,0.0019999820001619993,True
2021-05-06,688388,0.019029828731541416,True
2021-05-06,688389,0.003594967645291192,True
2021-05-06,688396,0.0454085913226781,True
2021-05-06,688561,0.013094882146060687,True
2021-05-06,688567,0.007838929449634954,True
2021-05-06,688599,0.009017918838730453,True
2021-05-06,688981,0.08387924508679423,True
2021-05-07,688001,0.003733966394302452,True
2021-05-07,688002,0.04026963757326185,True
2021-05-07,688003,0.0019999820001619993,True
2021-05-07,688005,0.03097972118250936,True
2021-05-07,688006,0.01837083466248804,True
2021-05-07,688007,0.010029909730812425,True
2021-05-07,688008,0.04758457173885436,True
2021-05-07,688009,0.028600742593316665,True
2021-05-07,688010,0.0012499887501012492,True
2021-05-07,688011,0.0012499887501012492,True
2021-05-07,688012,0.04990655084104244,True
2021-05-07,688015,0.006706939637543264,True
2021-05-07,688016,0.019857821279608487,True
2021-05-07,688018,0.011374897625921367,True
2021-05-07,688019,0.009487914608768522,True
2021-05-07,688020,0.006537941158529574,True
2021-05-07,688022,0.0017499842501417487,True
2021-05-07,688023,0.013474878726091466,True
2021-05-07,688028,0.0019999820001619993,True
2021-05-07,688029,0.018570832862504237,True
2021-05-07,688030,0.006582940753533219,True
2021-05-07,688033,0.0017499842501417487,True
2021-05-07,688036,0.05458650872142151,True
2021-05-07,688058,0.0012499887501012492,True
2021-05-07,688066,0.006748939259546665,True
2021-05-07,688068,0.0012499887501012492,True
2021-05-07,688088,0.017814839666443,True
2021-05-07,688098,0.0024109783011952894,True
2021-05-07,688099,0.037378663592027676,True
2021-05-07,688100,0.003049972550247048,True
2021-05-07,688101,0.004084963235330882,True
2021-05-07,688111,0.06804138762751136,True
2021-05-07,688116,0.01945082494257552,True
2021-05-07,688122,0.019675822917593747,True
2021-05-07,688126,0.024753777216005055,True
2021-05-07,688138,0.0035629679332886007,True
2021-05-07,688139,0.019774822026601763,True
2021-05-07,688158,0.004957955378401595,True
2021-05-07,688166,0.004309961210349107,True
2021-05-07,688168,0.0012499887501012492,True
2021-05-07,688169,0.05515350361846743,True
2021-05-07,688180,0.012203890164988518,True
2021-05-07,688188,0.021655805097754128,True
2021-05-07,688196,0.0012499887501012492,True
2021-05-07,688199,0.0012499887501012492,True
2021-05-07,688202,0.0017499842501417487,True
2021-05-07,688208,0.008589922690695785,True
2021-05-07,688256,0.006740939331546017,True
2021-05-07,688266,0.009835911476796709,True
2021-05-07,688278,0.003850965341311929,True
2021-05-07,688288,0.0012499887501012492,True
2021-05-07,688299,0.006096945127493853,True
2021-05-07,688300,0.0017499842501417487,True
2021-05-07,688321,0.015465860807252737,True
2021-05-07,688333,0.0017499842501417487,True
2021-05-07,688363,0.022753795215843062,True
2021-05-07,688366,0.006238943849505354,True
2021-05-07,688368,0.01212689085798228,True
2021-05-07,688369,0.0019999820001619993,True
2021-05-07,688388,0.019029828731541416,True
2021-05-07,688389,0.003594967645291192,True
2021-05-07,688396,0.0454085913226781,True
2021-05-07,688561,0.013094882146060687,True
2021-05-07,688567,0.007838929449634954,True
2021-05-07,688599,0.009017918838730453,True
2021-05-07,688981,0.08387924508679423,True
2021-05-10,688001,0.003733966394302452,True
2021-05-10,688002,0.04026963757326185,True
2021-05-10,688003,0.0019999820001619993,True
2021-05-10,688005,0.03097972118250936,True
2021-05-10,688006,0.01837083466248804,True
2021-05-10,688007,0.010029909730812425,True
2021-05-10,688008,0.04758457173885436,True
2021-05-10,688009,0.028600742593316665,True
2021-05-10,688010,0.0012499887501012492,True
2021-05-10,688011,0.0012499887501012492,True
2021-05-10,688012,0.04990655084104244,True
2021-05-10,688015,0.006706939637543264,True
2021-05-10,688016,0.019857821279608487,True
2021-05-10,688018,0.011374897625921367,True
2021-05-10,688019,0.009487914608768522,True
2021-05-10,688020,0.006537941158529574,True
2021-05-10,688022,0.0017499842501417487,True
2021-05-10,688023,0.013474878726091466,True
2021-05-10,688028,0.0019999820001619993,True
2021-05-10,688029,0.018570832862504237,True
2021-05-10,688030,0.006582940753533219,True
2021-05-10,688033,0.0017499842501417487,True
2021-05-10,688036,0.05458650872142151,True
2021-05-10,688058,0.0012499887501012492,True
2021-05-10,688066,0.006748939259546665,True
2021-05-10,688068,0.0012499887501012492,True
2021-05-10,688088,0.017814839666443,True
2021-05-10,688098,0.0024109783011952894,True
2021-05-10,688099,0.037378663592027676,True
2021-05-10,688100,0.003049972550247048,True
2021-05-10,688101,0.004084963235330882,True
2021-05-10,688111,0.06804138762751136,True
2021-05-10,688116,0.01945082494257552,True
2021-05-10,688122,0.019675822917593747,True
2021-05-10,688126,0.024753777216005055,True
2021-05-10,688138,0.0035629679332886007,True
2021-05-10,688139,0.019774822026601763,True
2021-05-10,688158,0.004957955378401595,True
2021-05-10,688166,0.004309961210349107,True
2021-05-10,688168,0.0012499887501012492,True
2021-05-10,688169,0.05515350361846743,True
2021-05-10,688180,0.012203890164988518,True
2021-05-10,688188,0.021655805097754128,True
2021-05-10,688196,0.0012499887501012492,True
2021-05-10,688199,0.0012499887501012492,True
2021-05-10,688202,0.0017499842501417487,True
2021-05-10,688208,0.008589922690695785,True
2021-05-10,688256,0.006740939331546017,True
2021-05-10,688266,0.009835911476796709,True
2021-05-10,688278,0.003850965341311929,True
2021-05-10,688288,0.0012499887501012492,True
